"","DATE","CAMERA.ID","ADDRESS","VIOLATIONS","LATITUDE","LONGITUDE","LOCATION","date","count"
"66017","04/06/2016","CHI045","445 W 127TH",106,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-04-06,1
"66116","04/07/2016","CHI003","4124 W FOSTER AVE",99,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-04-07,1
"66118","04/07/2016","CHI005","2080 W PERSHING",4,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-04-07,1
"66120","04/07/2016","CHI008","3655 W JACKSON",23,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-04-07,1
"66124","04/07/2016","CHI013","5330 S COTTAGE GROVE",35,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-04-07,1
"66128","04/07/2016","CHI019","2917 W ROOSEVELT",44,41.866364,-87.699143,"(41.866364, -87.699143)",2016-04-07,1
"66149","04/07/2016","CHI045","445 W 127TH",130,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-04-07,1
"66252","04/08/2016","CHI003","4124 W FOSTER AVE",129,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-04-08,1
"66254","04/08/2016","CHI005","2080 W PERSHING",11,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-04-08,1
"66256","04/08/2016","CHI008","3655 W JACKSON",15,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-04-08,1
"66260","04/08/2016","CHI013","5330 S COTTAGE GROVE",34,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-04-08,1
"66264","04/08/2016","CHI019","2917 W ROOSEVELT",50,41.866364,-87.699143,"(41.866364, -87.699143)",2016-04-08,1
"66274","04/08/2016","CHI045","445 W 127TH",170,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-04-08,1
"66338","04/09/2016","CHI003","4124 W FOSTER AVE",224,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-04-09,1
"66340","04/09/2016","CHI005","2080 W PERSHING",17,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-04-09,1
"66342","04/09/2016","CHI008","3655 W JACKSON",32,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-04-09,1
"66346","04/09/2016","CHI013","5330 S COTTAGE GROVE",69,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-04-09,1
"66350","04/09/2016","CHI019","2917 W ROOSEVELT",53,41.866364,-87.699143,"(41.866364, -87.699143)",2016-04-09,1
"66359","04/09/2016","CHI045","445 W 127TH",235,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-04-09,1
"66411","04/10/2016","CHI003","4124 W FOSTER AVE",199,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-04-10,1
"66413","04/10/2016","CHI005","2080 W PERSHING",14,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-04-10,1
"66415","04/10/2016","CHI008","3655 W JACKSON",26,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-04-10,1
"66419","04/10/2016","CHI013","5330 S COTTAGE GROVE",70,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-04-10,1
"66423","04/10/2016","CHI019","2917 W ROOSEVELT",14,41.866364,-87.699143,"(41.866364, -87.699143)",2016-04-10,1
"66432","04/10/2016","CHI045","445 W 127TH",125,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-04-10,1
"66485","04/11/2016","CHI003","4124 W FOSTER AVE",113,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-04-11,1
"66487","04/11/2016","CHI005","2080 W PERSHING",14,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-04-11,1
"66489","04/11/2016","CHI008","3655 W JACKSON",19,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-04-11,1
"66493","04/11/2016","CHI013","5330 S COTTAGE GROVE",59,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-04-11,1
"66497","04/11/2016","CHI019","2917 W ROOSEVELT",43,41.866364,-87.699143,"(41.866364, -87.699143)",2016-04-11,1
"66518","04/11/2016","CHI045","445 W 127TH",164,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-04-11,1
"66620","04/12/2016","CHI003","4124 W FOSTER AVE",120,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-04-12,1
"66622","04/12/2016","CHI005","2080 W PERSHING",8,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-04-12,1
"66624","04/12/2016","CHI008","3655 W JACKSON",20,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-04-12,1
"66628","04/12/2016","CHI013","5330 S COTTAGE GROVE",47,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-04-12,1
"66632","04/12/2016","CHI019","2917 W ROOSEVELT",62,41.866364,-87.699143,"(41.866364, -87.699143)",2016-04-12,1
"66653","04/12/2016","CHI045","445 W 127TH",165,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-04-12,1
"66759","04/13/2016","CHI003","4124 W FOSTER AVE",111,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-04-13,1
"66761","04/13/2016","CHI005","2080 W PERSHING",13,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-04-13,1
"66763","04/13/2016","CHI008","3655 W JACKSON",28,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-04-13,1
"66767","04/13/2016","CHI013","5330 S COTTAGE GROVE",34,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-04-13,1
"66771","04/13/2016","CHI019","2917 W ROOSEVELT",40,41.866364,-87.699143,"(41.866364, -87.699143)",2016-04-13,1
"66792","04/13/2016","CHI045","445 W 127TH",118,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-04-13,1
"66876","04/14/2016","CHI003","4124 W FOSTER AVE",146,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-04-14,1
"66878","04/14/2016","CHI005","2080 W PERSHING",8,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-04-14,1
"66880","04/14/2016","CHI008","3655 W JACKSON",16,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-04-14,1
"66884","04/14/2016","CHI013","5330 S COTTAGE GROVE",36,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-04-14,1
"66888","04/14/2016","CHI019","2917 W ROOSEVELT",28,41.866364,-87.699143,"(41.866364, -87.699143)",2016-04-14,1
"66898","04/14/2016","CHI045","445 W 127TH",159,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-04-14,1
"66982","04/15/2016","CHI003","4124 W FOSTER AVE",131,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-04-15,1
"66984","04/15/2016","CHI005","2080 W PERSHING",10,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-04-15,1
"66986","04/15/2016","CHI008","3655 W JACKSON",23,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-04-15,1
"66990","04/15/2016","CHI013","5330 S COTTAGE GROVE",47,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-04-15,1
"66994","04/15/2016","CHI019","2917 W ROOSEVELT",40,41.866364,-87.699143,"(41.866364, -87.699143)",2016-04-15,1
"67015","04/15/2016","CHI045","445 W 127TH",175,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-04-15,1
"67117","04/16/2016","CHI003","4124 W FOSTER AVE",175,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-04-16,1
"67119","04/16/2016","CHI005","2080 W PERSHING",15,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-04-16,1
"67121","04/16/2016","CHI008","3655 W JACKSON",27,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-04-16,1
"67125","04/16/2016","CHI013","5330 S COTTAGE GROVE",88,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-04-16,1
"67129","04/16/2016","CHI019","2917 W ROOSEVELT",52,41.866364,-87.699143,"(41.866364, -87.699143)",2016-04-16,1
"67138","04/16/2016","CHI045","445 W 127TH",248,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-04-16,1
"67191","04/17/2016","CHI003","4124 W FOSTER AVE",184,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-04-17,1
"67193","04/17/2016","CHI005","2080 W PERSHING",7,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-04-17,1
"67195","04/17/2016","CHI008","3655 W JACKSON",28,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-04-17,1
"67199","04/17/2016","CHI013","5330 S COTTAGE GROVE",65,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-04-17,1
"67203","04/17/2016","CHI019","2917 W ROOSEVELT",39,41.866364,-87.699143,"(41.866364, -87.699143)",2016-04-17,1
"67212","04/17/2016","CHI045","445 W 127TH",213,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-04-17,1
"67264","04/18/2016","CHI003","4124 W FOSTER AVE",131,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-04-18,1
"67266","04/18/2016","CHI005","2080 W PERSHING",6,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-04-18,1
"67268","04/18/2016","CHI008","3655 W JACKSON",19,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-04-18,1
"67272","04/18/2016","CHI013","5330 S COTTAGE GROVE",40,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-04-18,1
"67276","04/18/2016","CHI019","2917 W ROOSEVELT",34,41.866364,-87.699143,"(41.866364, -87.699143)",2016-04-18,1
"67287","04/18/2016","CHI045","445 W 127TH",157,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-04-18,1
"67346","04/19/2016","CHI003","4124 W FOSTER AVE",121,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-04-19,1
"67348","04/19/2016","CHI005","2080 W PERSHING",11,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-04-19,1
"67350","04/19/2016","CHI008","3655 W JACKSON",13,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-04-19,1
"67354","04/19/2016","CHI013","5330 S COTTAGE GROVE",34,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-04-19,1
"67358","04/19/2016","CHI019","2917 W ROOSEVELT",22,41.866364,-87.699143,"(41.866364, -87.699143)",2016-04-19,1
"67369","04/19/2016","CHI045","445 W 127TH",120,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-04-19,1
"67428","04/20/2016","CHI003","4124 W FOSTER AVE",130,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-04-20,1
"67430","04/20/2016","CHI005","2080 W PERSHING",6,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-04-20,1
"67432","04/20/2016","CHI008","3655 W JACKSON",18,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-04-20,1
"67436","04/20/2016","CHI013","5330 S COTTAGE GROVE",41,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-04-20,1
"67440","04/20/2016","CHI019","2917 W ROOSEVELT",27,41.866364,-87.699143,"(41.866364, -87.699143)",2016-04-20,1
"67451","04/20/2016","CHI045","445 W 127TH",143,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-04-20,1
"67514","04/21/2016","CHI003","4124 W FOSTER AVE",147,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-04-21,1
"67516","04/21/2016","CHI005","2080 W PERSHING",9,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-04-21,1
"67518","04/21/2016","CHI008","3655 W JACKSON",18,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-04-21,1
"67522","04/21/2016","CHI013","5330 S COTTAGE GROVE",34,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-04-21,1
"67526","04/21/2016","CHI019","2917 W ROOSEVELT",43,41.866364,-87.699143,"(41.866364, -87.699143)",2016-04-21,1
"67537","04/21/2016","CHI045","445 W 127TH",148,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-04-21,1
"67598","04/22/2016","CHI003","4124 W FOSTER AVE",182,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-04-22,1
"67600","04/22/2016","CHI005","2080 W PERSHING",9,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-04-22,1
"67602","04/22/2016","CHI008","3655 W JACKSON",27,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-04-22,1
"67606","04/22/2016","CHI013","5330 S COTTAGE GROVE",48,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-04-22,1
"67610","04/22/2016","CHI019","2917 W ROOSEVELT",46,41.866364,-87.699143,"(41.866364, -87.699143)",2016-04-22,1
"67620","04/22/2016","CHI045","445 W 127TH",166,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-04-22,1
"67679","04/23/2016","CHI003","4124 W FOSTER AVE",173,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-04-23,1
"67681","04/23/2016","CHI005","2080 W PERSHING",18,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-04-23,1
"67683","04/23/2016","CHI008","3655 W JACKSON",26,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-04-23,1
"67687","04/23/2016","CHI013","5330 S COTTAGE GROVE",52,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-04-23,1
"67691","04/23/2016","CHI019","2917 W ROOSEVELT",61,41.866364,-87.699143,"(41.866364, -87.699143)",2016-04-23,1
"67701","04/23/2016","CHI045","445 W 127TH",233,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-04-23,1
"67756","04/24/2016","CHI003","4124 W FOSTER AVE",194,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-04-24,1
"67758","04/24/2016","CHI005","2080 W PERSHING",12,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-04-24,1
"67760","04/24/2016","CHI008","3655 W JACKSON",18,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-04-24,1
"67764","04/24/2016","CHI013","5330 S COTTAGE GROVE",66,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-04-24,1
"67768","04/24/2016","CHI019","2917 W ROOSEVELT",45,41.866364,-87.699143,"(41.866364, -87.699143)",2016-04-24,1
"67778","04/24/2016","CHI045","445 W 127TH",177,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-04-24,1
"67833","04/25/2016","CHI003","4124 W FOSTER AVE",130,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-04-25,1
"67835","04/25/2016","CHI005","2080 W PERSHING",12,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-04-25,1
"67837","04/25/2016","CHI008","3655 W JACKSON",21,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-04-25,1
"67841","04/25/2016","CHI013","5330 S COTTAGE GROVE",39,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-04-25,1
"67845","04/25/2016","CHI019","2917 W ROOSEVELT",5,41.866364,-87.699143,"(41.866364, -87.699143)",2016-04-25,1
"67867","04/25/2016","CHI045","445 W 127TH",163,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-04-25,1
"67968","04/26/2016","CHI003","4124 W FOSTER AVE",102,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-04-26,1
"67970","04/26/2016","CHI005","2080 W PERSHING",11,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-04-26,1
"67972","04/26/2016","CHI008","3655 W JACKSON",12,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-04-26,1
"67976","04/26/2016","CHI013","5330 S COTTAGE GROVE",29,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-04-26,1
"67980","04/26/2016","CHI019","2917 W ROOSEVELT",31,41.866364,-87.699143,"(41.866364, -87.699143)",2016-04-26,1
"68002","04/26/2016","CHI045","445 W 127TH",116,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-04-26,1
"68103","04/27/2016","CHI003","4124 W FOSTER AVE",94,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-04-27,1
"68105","04/27/2016","CHI005","2080 W PERSHING",8,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-04-27,1
"68107","04/27/2016","CHI008","3655 W JACKSON",14,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-04-27,1
"68111","04/27/2016","CHI013","5330 S COTTAGE GROVE",33,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-04-27,1
"68115","04/27/2016","CHI019","2917 W ROOSEVELT",27,41.866364,-87.699143,"(41.866364, -87.699143)",2016-04-27,1
"68137","04/27/2016","CHI045","445 W 127TH",127,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-04-27,1
"68239","04/28/2016","CHI003","4124 W FOSTER AVE",107,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-04-28,1
"68241","04/28/2016","CHI005","2080 W PERSHING",11,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-04-28,1
"68243","04/28/2016","CHI008","3655 W JACKSON",13,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-04-28,1
"68247","04/28/2016","CHI013","5330 S COTTAGE GROVE",34,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-04-28,1
"68251","04/28/2016","CHI019","2917 W ROOSEVELT",37,41.866364,-87.699143,"(41.866364, -87.699143)",2016-04-28,1
"68272","04/28/2016","CHI045","445 W 127TH",142,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-04-28,1
"68372","04/29/2016","CHI003","4124 W FOSTER AVE",103,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-04-29,1
"68374","04/29/2016","CHI005","2080 W PERSHING",12,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-04-29,1
"68376","04/29/2016","CHI008","3655 W JACKSON",31,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-04-29,1
"68380","04/29/2016","CHI013","5330 S COTTAGE GROVE",46,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-04-29,1
"68384","04/29/2016","CHI019","2917 W ROOSEVELT",49,41.866364,-87.699143,"(41.866364, -87.699143)",2016-04-29,1
"68404","04/29/2016","CHI045","445 W 127TH",126,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-04-29,1
"68511","04/30/2016","CHI003","4124 W FOSTER AVE",171,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-04-30,1
"68513","04/30/2016","CHI005","2080 W PERSHING",16,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-04-30,1
"68515","04/30/2016","CHI008","3655 W JACKSON",18,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-04-30,1
"68519","04/30/2016","CHI013","5330 S COTTAGE GROVE",59,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-04-30,1
"68523","04/30/2016","CHI019","2917 W ROOSEVELT",35,41.866364,-87.699143,"(41.866364, -87.699143)",2016-04-30,1
"68533","04/30/2016","CHI045","445 W 127TH",109,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-04-30,1
"68585","05/01/2016","CHI003","4124 W FOSTER AVE",209,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-05-01,1
"68587","05/01/2016","CHI005","2080 W PERSHING",13,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-05-01,1
"68589","05/01/2016","CHI008","3655 W JACKSON",11,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-05-01,1
"68593","05/01/2016","CHI013","5330 S COTTAGE GROVE",47,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-05-01,1
"68597","05/01/2016","CHI019","2917 W ROOSEVELT",22,41.866364,-87.699143,"(41.866364, -87.699143)",2016-05-01,1
"68607","05/01/2016","CHI045","445 W 127TH",172,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-05-01,1
"68660","05/02/2016","CHI003","4124 W FOSTER AVE",135,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-05-02,1
"68662","05/02/2016","CHI005","2080 W PERSHING",14,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-05-02,1
"68664","05/02/2016","CHI008","3655 W JACKSON",23,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-05-02,1
"68668","05/02/2016","CHI013","5330 S COTTAGE GROVE",31,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-05-02,1
"68672","05/02/2016","CHI019","2917 W ROOSEVELT",42,41.866364,-87.699143,"(41.866364, -87.699143)",2016-05-02,1
"68693","05/02/2016","CHI045","445 W 127TH",135,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-05-02,1
"68797","05/03/2016","CHI003","4124 W FOSTER AVE",124,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-05-03,1
"68799","05/03/2016","CHI005","2080 W PERSHING",6,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-05-03,1
"68801","05/03/2016","CHI008","3655 W JACKSON",24,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-05-03,1
"68805","05/03/2016","CHI013","5330 S COTTAGE GROVE",26,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-05-03,1
"68809","05/03/2016","CHI019","2917 W ROOSEVELT",32,41.866364,-87.699143,"(41.866364, -87.699143)",2016-05-03,1
"68831","05/03/2016","CHI045","445 W 127TH",133,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-05-03,1
"68938","05/04/2016","CHI003","4124 W FOSTER AVE",119,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-05-04,1
"68940","05/04/2016","CHI005","2080 W PERSHING",17,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-05-04,1
"68942","05/04/2016","CHI008","3655 W JACKSON",16,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-05-04,1
"68946","05/04/2016","CHI013","5330 S COTTAGE GROVE",47,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-05-04,1
"68950","05/04/2016","CHI019","2917 W ROOSEVELT",39,41.866364,-87.699143,"(41.866364, -87.699143)",2016-05-04,1
"68972","05/04/2016","CHI045","445 W 127TH",162,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-05-04,1
"69076","05/05/2016","CHI003","4124 W FOSTER AVE",149,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-05-05,1
"69078","05/05/2016","CHI005","2080 W PERSHING",19,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-05-05,1
"69080","05/05/2016","CHI008","3655 W JACKSON",17,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-05-05,1
"69084","05/05/2016","CHI013","5330 S COTTAGE GROVE",34,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-05-05,1
"69088","05/05/2016","CHI019","2917 W ROOSEVELT",41,41.866364,-87.699143,"(41.866364, -87.699143)",2016-05-05,1
"69110","05/05/2016","CHI045","445 W 127TH",121,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-05-05,1
"69215","05/06/2016","CHI003","4124 W FOSTER AVE",141,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-05-06,1
"69217","05/06/2016","CHI005","2080 W PERSHING",8,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-05-06,1
"69219","05/06/2016","CHI008","3655 W JACKSON",24,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-05-06,1
"69223","05/06/2016","CHI013","5330 S COTTAGE GROVE",33,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-05-06,1
"69227","05/06/2016","CHI019","2917 W ROOSEVELT",43,41.866364,-87.699143,"(41.866364, -87.699143)",2016-05-06,1
"69249","05/06/2016","CHI045","445 W 127TH",194,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-05-06,1
"69356","05/07/2016","CHI003","4124 W FOSTER AVE",160,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-05-07,1
"69358","05/07/2016","CHI005","2080 W PERSHING",5,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-05-07,1
"69360","05/07/2016","CHI008","3655 W JACKSON",22,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-05-07,1
"69364","05/07/2016","CHI013","5330 S COTTAGE GROVE",65,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-05-07,1
"69368","05/07/2016","CHI019","2917 W ROOSEVELT",53,41.866364,-87.699143,"(41.866364, -87.699143)",2016-05-07,1
"69378","05/07/2016","CHI045","445 W 127TH",196,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-05-07,1
"69433","05/08/2016","CHI003","4124 W FOSTER AVE",166,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-05-08,1
"69435","05/08/2016","CHI005","2080 W PERSHING",13,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-05-08,1
"69437","05/08/2016","CHI008","3655 W JACKSON",22,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-05-08,1
"69441","05/08/2016","CHI013","5330 S COTTAGE GROVE",54,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-05-08,1
"69445","05/08/2016","CHI019","2917 W ROOSEVELT",42,41.866364,-87.699143,"(41.866364, -87.699143)",2016-05-08,1
"69455","05/08/2016","CHI045","445 W 127TH",228,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-05-08,1
"69510","05/09/2016","CHI003","4124 W FOSTER AVE",114,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-05-09,1
"69512","05/09/2016","CHI005","2080 W PERSHING",9,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-05-09,1
"69514","05/09/2016","CHI008","3655 W JACKSON",12,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-05-09,1
"69518","05/09/2016","CHI013","5330 S COTTAGE GROVE",27,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-05-09,1
"69522","05/09/2016","CHI019","2917 W ROOSEVELT",24,41.866364,-87.699143,"(41.866364, -87.699143)",2016-05-09,1
"69544","05/09/2016","CHI045","445 W 127TH",128,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-05-09,1
"69639","05/10/2016","CHI003","4124 W FOSTER AVE",117,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-05-10,1
"69641","05/10/2016","CHI005","2080 W PERSHING",10,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-05-10,1
"69643","05/10/2016","CHI008","3655 W JACKSON",24,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-05-10,1
"69647","05/10/2016","CHI013","5330 S COTTAGE GROVE",15,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2016-05-10,1
"69651","05/10/2016","CHI019","2917 W ROOSEVELT",34,41.866364,-87.699143,"(41.866364, -87.699143)",2016-05-10,1
"69673","05/10/2016","CHI045","445 W 127TH",130,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2016-05-10,1
"69781","05/11/2016","CHI003","4124 W FOSTER AVE",152,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2016-05-11,1
"69783","05/11/2016","CHI005","2080 W PERSHING",6,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2016-05-11,1
"69785","05/11/2016","CHI008","3655 W JACKSON",22,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2016-05-11,1
